#chr	start	end	gene_id
chr19	40924272	40924273	CYP2B7P
chr19	40946346	40946347	ENSG00000269353
chr19	40991281	40991282	CYP2B6
chr19	41027719	41027720	CYP2A7P1
chr19	41062443	41062444	CYP2G2P
chr19	41074106	41074107	ENSG00000271299
chr19	41088450	41088451	CYP2A13
chr19	41114431	41114432	CYP2F1
chr19	41134721	41134722	CYP2T3P
chr19	41169860	41169861	RPL36P16
chr19	41191228	41191229	RN7SL718P
chr19	41193209	41193210	CYP2S1
chr19	41219222	41219223	AXL
chr19	41222050	41222051	ENSG00000269652
chr19	41262495	41262496	HNRNPUL1
chr19	41286692	41286693	RN7SL34P
chr19	41310171	41310172	CCDC97
chr19	41310411	41310412	ENSG00000286177
chr19	41350852	41350853	ENSG00000255730
chr19	41350910	41350911	TMEM91
chr19	41353921	41353922	TGFB1
chr19	41364164	41364165	B9D2
chr19	41373970	41373971	ENSG00000277744
chr19	41397361	41397362	EXOSC5
chr19	41397807	41397808	BCKDHA
chr19	41399371	41399372	ENSG00000268987
chr19	41425358	41425359	ENSG00000268475
chr19	41428729	41428730	B3GNT8
chr19	41440716	41440717	DMAC2
chr19	41442391	41442392	Metazoa_SRP
chr19	41443155	41443156	ERICH4
chr19	41501254	41501255	PCAT19
chr19	41506151	41506152	TPM3P5
chr19	41521988	41521989	PLEKHA3P1
chr19	41531205	41531206	ENSG00000268355
chr19	41531592	41531593	ENSG00000289298
chr19	41535182	41535183	LINC01480
chr19	41545191	41545192	ENSG00000268027
chr19	41549517	41549518	CEACAM21
chr19	41552273	41552274	ENSG00000280014
chr19	41599734	41599735	CEACAMP3
chr19	41602242	41602243	ENSG00000291001
chr19	41605670	41605671	DNAJC19P2
chr19	41627073	41627074	CEACAM4
chr19	41638898	41638899	DNAJC19P3
chr19	41640601	41640602	ENSG00000269354
chr19	41652675	41652676	ENSG00000268582
chr19	41706975	41706976	CEACAM7
chr19	41708584	41708585	CEACAM5
chr19	41708656	41708657	ENSG00000267881
chr19	41750976	41750977	CEACAM6
chr19	41786892	41786893	ENSG00000268833
chr19	41796586	41796587	CEACAM3
chr19	41829691	41829692	HNRNPA1P52
chr19	41835949	41835950	ENSG00000278239
chr19	41844696	41844697	LYPD4
chr19	41844742	41844743	DMRTC2
chr19	41860254	41860255	RPS19
chr19	41869626	41869627	MIR6797
chr19	41877278	41877279	CD79A
chr19	41883172	41883173	ARHGEF1
chr19	41928448	41928449	ERFL
chr19	41959320	41959321	RABAC1
chr19	41994231	41994232	ENSG00000285505
chr19	41997496	41997497	ATP1A3
chr19	42068476	42068477	ZNF574
chr19	42070205	42070206	GRIK5
chr19	42075814	42075815	ENSG00000289115
chr19	42132554	42132555	POU2F2-AS1
chr19	42133512	42133513	MIR4323
chr19	42152568	42152569	ENSG00000259436
chr19	42196584	42196585	POU2F2
chr19	42220139	42220140	DEDD2
chr19	42220311	42220312	ZNF526
chr19	42232148	42232149	ENSG00000288671
chr19	42242624	42242625	GSK3A
chr19	42242774	42242775	ENSG00000279539
chr19	42255127	42255128	ERF
chr19	42255131	42255132	ENSG00000268643
chr19	42268536	42268537	CIC
chr19	42302097	42302098	PRR19
chr19	42303545	42303546	PAFAH1B3
chr19	42313308	42313309	TMEM145
chr19	42325608	42325609	MEGF8
chr19	42351130	42351131	MIR8077
chr19	42390296	42390297	CNFN
chr19	42397113	42397114	LIPE-AS1
chr19	42425070	42425071	ENSG00000268605
chr19	42427387	42427388	LIPE
chr19	42442945	42442946	CXCL17
chr19	42472874	42472875	RNU4-60P
chr19	42485713	42485714	ENSG00000269374
chr19	42561233	42561234	CEACAM1
chr19	42561749	42561750	CEACAMP2
chr19	42595054	42595055	CEACAM8
chr19	42633033	42633034	CEACAMP1
chr19	42654199	42654200	CEACAMP5
chr19	42670004	42670005	RPS10P28
chr19	42740480	42740481	PSG3
chr19	42765677	42765678	PSG8
chr19	42786594	42786595	CEACAMP6
chr19	42821771	42821772	PSG8-AS1
chr19	42855618	42855619	PSG10P
chr19	42855717	42855718	ENSG00000291235
chr19	42879821	42879822	PSG1
chr19	42919562	42919563	PSG6
chr19	42937206	42937207	PSG7
chr19	42950386	42950387	CEACAMP7
chr19	42977462	42977463	ENSG00000282943
chr19	43026473	43026474	PSG11
chr19	43041247	43041248	CEACAMP8
chr19	43083044	43083045	PSG2
chr19	43097359	43097360	CEACAMP9
chr19	43153278	43153279	ENSG00000227606
chr19	43186535	43186536	PSG5
chr19	43207298	43207299	PSG4
chr19	43248645	43248646	CEACAMP10
chr19	43269529	43269530	PSG9
chr19	43284317	43284318	CEACAMP11
chr19	43304522	43304523	CEACAMP4
chr19	43331543	43331544	ENSG00000231412
chr19	43353685	43353686	CD177
chr19	43368969	43368970	ENSG00000272396
chr19	43379122	43379123	CD177P1
chr19	43401495	43401496	TEX101
chr19	43465607	43465608	LYPD3
chr19	43504934	43504935	PHLDB3
chr19	43525496	43525497	ZNF575
chr19	43527229	43527230	ETHE1
chr19	43553444	43553445	ENSG00000269177
chr19	43574637	43574638	ENSG00000269583
chr19	43575800	43575801	PINLYP
chr19	43580472	43580473	XRCC1
chr19	43593035	43593036	ENSG00000268361
chr19	43596133	43596134	IRGQ
chr19	43596391	43596392	ZNF576
chr19	43596616	43596617	SRRM5
chr19	43619628	43619629	ZNF428
chr19	43639849	43639850	CADM4
chr19	43660775	43660776	RN7SL368P
chr19	43670546	43670547	PLAUR
chr19	43690001	43690002	ENSG00000283525
chr19	43692281	43692282	ENSG00000290609
chr19	43716075	43716076	IRGC
chr19	43754961	43754962	SMG9
chr19	43780975	43780976	KCNN4
chr19	43795657	43795658	ENSG00000268601
chr19	43827205	43827206	LYPD5
chr19	43827320	43827321	ZNF283
chr19	43891232	43891233	ENSG00000278917
chr19	43898532	43898533	ENSG00000286613
chr19	43901384	43901385	ZNF404
chr19	43901804	43901805	ENSG00000267058
chr19	43901865	43901866	ZNF45-AS1
chr19	43935281	43935282	ZNF45
chr19	43951222	43951223	ZNF221
chr19	43967861	43967862	ZNF155
chr19	43976814	43976815	ENSG00000277806
chr19	43978375	43978376	ENSG00000278492
chr19	44002956	44002957	ZNF230
chr19	44003297	44003298	ZNF230-DT
chr19	44025261	44025262	ZNF222-DT
chr19	44025341	44025342	ZNF222
chr19	44025353	44025354	ENSG00000267022
chr19	44051366	44051367	ZNF223
chr19	44072158	44072159	ZNF284
chr19	44085302	44085303	RNU6-902P
chr19	44094360	44094361	ZNF224
chr19	44112180	44112181	ZNF225
chr19	44113182	44113183	ZNF225-AS1
chr19	44141508	44141509	ENSG00000289428
chr19	44141553	44141554	ZNF234
chr19	44164954	44164955	ENSG00000287035
chr19	44165072	44165073	ZNF226
chr19	44207546	44207547	ZNF227
chr19	44248373	44248374	ENSG00000279103
chr19	44259879	44259880	ZNF233
chr19	44290080	44290081	ENSG00000270679
chr19	44297103	44297104	NDUFA3P1
chr19	44305045	44305046	ZNF235
chr19	44367216	44367217	ZNF112
chr19	44401607	44401608	ENSG00000267173
chr19	44401607	44401608	ZNF285
chr19	44448451	44448452	ENSG00000267188
chr19	44448577	44448578	ZNF229
chr19	44467640	44467641	ZNF285BP
chr19	44500523	44500524	ZNF180
chr19	44529787	44529788	CEACAM20
chr19	44536612	44536613	ENSG00000267614
chr19	44549165	44549166	CEACAM22P
chr19	44570563	44570564	ENSG00000224366
chr19	44613562	44613563	IGSF23
chr19	44620820	44620821	CEACAM22P
chr19	44643797	44643798	PVR
chr19	44653731	44653732	MIR4531
chr19	44662277	44662278	CEACAM19
chr19	44664130	44664131	ENSG00000279095
chr19	44699150	44699151	CEACAM16
chr19	44725216	44725217	CEACAM16-AS1
chr19	44726057	44726058	ENSG00000252200
chr19	44737577	44737578	ENSG00000288773
chr19	44747704	44747705	BCL3
chr19	44758656	44758657	MIR8085
chr19	44764949	44764950	SNORA70
chr19	44765147	44765148	ENSG00000236807
chr19	44777868	44777869	CBLC
chr19	44803700	44803701	ENSG00000285128
chr19	44809070	44809071	BCAM
chr19	44846174	44846175	NECTIN2
chr19	44890568	44890569	TOMM40
chr19	44890875	44890876	ENSG00000267282
chr19	44905790	44905791	APOE
chr19	44909374	44909375	ENSG00000280087
chr19	44914246	44914247	APOC1
chr19	44926795	44926796	APOC1P1
chr19	44926975	44926976	APOC1P1
chr19	44942236	44942237	APOC4
chr19	44942237	44942238	APOC4-APOC2
chr19	44946034	44946035	APOC2
chr19	44954006	44954007	ENSG00000267114
chr19	44954584	44954585	CLPTM1
chr19	45001460	45001461	RELB
chr19	45039044	45039045	CLASRP
chr19	45047457	45047458	RNU6-611P
chr19	45076477	45076478	ZNF296
chr19	45079194	45079195	GEMIN7
chr19	45079287	45079288	MARK4
chr19	45091395	45091396	PPP1R37
chr19	45092634	45092635	GEMIN7-AS1
chr19	45128568	45128569	EIF5AP3
chr19	45136976	45136977	ENSG00000267044
chr19	45160981	45160982	NKPD1
chr19	45178236	45178237	TRAPPC6A
chr19	45178783	45178784	BLOC1S3
chr19	45245406	45245407	EXOC3L2
chr19	45322874	45322875	CKM
chr19	45333123	45333124	RPS16P9
chr19	45333433	45333434	KLC3
chr19	45370917	45370918	ERCC2
chr19	45406348	45406349	PPP1R13L
chr19	45406643	45406644	POLR1G
chr19	45436653	45436654	MIR6088
chr19	45467994	45467995	FOSB
chr19	45478827	45478828	ERCC1
chr19	45488776	45488777	PPM1N
chr19	45497054	45497055	RTN2
chr19	45506578	45506579	VASP
chr19	45602211	45602212	OPA3
chr19	45602211	45602212	GPR4
chr19	45639086	45639087	MIR330
chr19	45641493	45641494	EML2-AS1
chr19	45645601	45645602	EML2
chr19	45651509	45651510	RN7SL836P
chr19	45668220	45668221	GIPR
chr19	45674927	45674928	MIR642A
chr19	45675007	45675008	MIR642B
chr19	45692402	45692403	QPCTL
chr19	45692568	45692569	SNRPD2
chr19	45717380	45717381	ENSG00000279407
chr19	45730895	45730896	FBXO46
chr19	45733438	45733439	MEIOSIN
chr19	45764784	45764785	ENSG00000259605
chr19	45767795	45767796	DM1-AS
chr19	45769251	45769252	SIX5
chr19	45782551	45782552	DMPK
chr19	45785972	45785973	ENSG00000268434
chr19	45792844	45792845	DMWD
chr19	45815307	45815308	RSPH6A
chr19	45830163	45830164	ENSG00000269148
chr19	45863193	45863194	SYMPK
chr19	45863988	45863989	FOXA3
chr19	45886140	45886141	IRF2BP1
chr19	45902612	45902613	MYPOP
chr19	45914777	45914778	NANOS2
chr19	45974043	45974044	NOVA2
chr19	45995460	45995461	CCDC61
chr19	46018931	46018932	MIR769
chr19	46023052	46023053	PGLYRP1
chr19	46027647	46027648	ENSG00000268401
chr19	46077117	46077118	IGFL4
chr19	46101121	46101122	ENSG00000267922
chr19	46113862	46113863	ENSG00000268053
chr19	46124687	46124688	IGFL3
chr19	46137546	46137547	TGIF1P1
chr19	46143105	46143106	IGFL2
chr19	46180646	46180647	ENSG00000269729
chr19	46196237	46196238	IGFL1P1
chr19	46201551	46201552	ENSG00000268460
chr19	46203159	46203160	IGFL2-AS1
chr19	46219422	46219423	RPL12P41
chr19	46229741	46229742	IGFL1
chr19	46230387	46230388	ENSG00000269745
chr19	46250162	46250163	ENSG00000277748
chr19	46260857	46260858	IGFL1P2
chr19	46297041	46297042	HIF3A
chr19	46306576	46306577	RNU6-924P
chr19	46340003	46340004	ENSG00000269124
chr19	46347086	46347087	PPP5C
chr19	46383168	46383169	ENSG00000268810
chr19	46390851	46390852	ENSG00000291298
chr19	46404275	46404276	ENSG00000269151
chr19	46413563	46413564	CCDC8
chr19	46428935	46428936	PNMA8C
chr19	46471562	46471563	PNMA8A
chr19	46494507	46494508	ENSG00000204850
chr19	46495878	46495879	PNMA8B
chr19	46527071	46527072	PPP5D1P
chr19	46533668	46533669	ENSG00000278797
chr19	46558640	46558641	GAPDHP38
chr19	46601073	46601074	CALM3
chr19	46601199	46601200	PPP5D1P
chr19	46610778	46610779	ENSG00000269292
chr19	46625088	46625089	PTGIR
chr19	46636540	46636541	GNG8
chr19	46639160	46639161	ENSG00000279161
chr19	46660363	46660364	DACT3-AS1
chr19	46661181	46661182	DACT3
chr19	46689067	46689068	RN7SL364P
chr19	46709344	46709345	MIR320E
chr19	46717126	46717127	PRKD2
chr19	46728602	46728603	ENSG00000269487
chr19	46736311	46736312	Y_RNA
chr19	46746045	46746046	FKRP
chr19	46746993	46746994	STRN4
chr19	46787814	46787815	ENSG00000275719
chr19	46788593	46788594	SLC1A5
chr19	46809582	46809583	ENSG00000275862
chr19	46809584	46809585	HNRNPMP2
chr19	46828439	46828440	ENSG00000269014
chr19	46850845	46850846	AP2S1
chr19	46860996	46860997	ARHGAP35
chr19	47019836	47019837	NPAS1
chr19	47048623	47048624	TMEM160
chr19	47113273	47113274	SAE1
chr19	47113775	47113776	ZC3H4
chr19	47226941	47226942	MIR3190
chr19	47227018	47227019	MIR3191
chr19	47232765	47232766	BBC3
chr19	47244333	47244334	ENSG00000289915
chr19	47255979	47255980	CCDC9
chr19	47256476	47256477	ENSG00000286669
chr19	47274884	47274885	INAFM1
chr19	47290022	47290023	C5AR1
chr19	47332174	47332175	C5AR2
chr19	47349314	47349315	DHX34
chr19	47349354	47349355	ENSG00000288827
chr19	47419526	47419527	MEIS3
chr19	47469909	47469910	ENSG00000287896
chr19	47471892	47471893	SLC8A2
chr19	47484264	47484265	KPTN
chr19	47484281	47484282	NAPA-AS1
chr19	47489518	47489519	ENSG00000279861
chr19	47515090	47515091	NAPA
chr19	47573147	47573148	ZNF541
chr19	47581022	47581023	RN7SL322P
chr19	47607523	47607524	ENSG00000268746
chr19	47608195	47608196	BICRA
chr19	47608680	47608681	ENSG00000277383
chr19	47626394	47626395	BICRA-AS1
chr19	47663894	47663895	ENSG00000278999
chr19	47713421	47713422	EHD2
chr19	47745545	47745546	NOP53
chr19	47755852	47755853	SNORD23
chr19	47768839	47768840	NOP53-AS1
chr19	47778676	47778677	SELENOW
chr19	47794649	47794650	ENSG00000271150
chr19	47794889	47794890	RPL23AP80
chr19	47819050	47819051	TPRX1
chr19	47819778	47819779	CRX
chr19	47859234	47859235	TPRX2
chr19	47865458	47865459	LINC01595
chr19	47886314	47886315	SULT2A1
chr19	47992169	47992170	BSPH1
chr19	47994631	47994632	ELSPBP1
chr19	48044078	48044079	CABP5
chr19	48061370	48061371	PLA2G4C-AS1
chr19	48110816	48110817	PLA2G4C
chr19	48118431	48118432	ENSG00000269534
chr19	48145907	48145908	ENSG00000269321
chr19	48170602	48170603	LIG1
chr19	48170679	48170680	ZSWIM9
chr19	48199719	48199720	ENSG00000280353
chr19	48204070	48204071	ENSG00000268583
chr19	48255674	48255675	CARD8-AS1
chr19	48255945	48255946	CARD8
chr19	48270080	48270081	ZNF114
chr19	48271282	48271283	ZNF114-AS1
chr19	48321508	48321509	EMP3
chr19	48321970	48321971	ODAD1
chr19	48364058	48364059	TMEM143
chr19	48364366	48364367	SYNGR4
chr19	48391550	48391551	KDELR1
chr19	48393667	48393668	GRIN2D
chr19	48445840	48445841	GRWD1
chr19	48455573	48455574	KCNJ14
chr19	48465836	48465837	ENSG00000268465
chr19	48469207	48469208	CYTH2
chr19	48469692	48469693	ENSG00000268530
chr19	48513934	48513935	LMTK3
chr19	48552171	48552172	SULT2B1
chr19	48597237	48597238	ENSG00000287603
chr19	48606741	48606742	SPACA4
chr19	48615075	48615076	FAM83E
chr19	48619183	48619184	RPL18
chr19	48619290	48619291	SPHK2
chr19	48624131	48624132	ENSG00000268093
chr19	48637378	48637379	DBP
chr19	48638070	48638071	SEC1P
chr19	48646186	48646187	CA11
chr19	48673080	48673081	NTN5
chr19	48695970	48695971	FUT2
chr19	48719724	48719725	MAMSTR
chr19	48740609	48740610	RASIP1
chr19	48746908	48746909	IZUMO1
chr19	48755389	48755390	FUT1
chr19	48755523	48755524	FGF21
chr19	48793257	48793258	RNU6-317P
chr19	48807320	48807321	ENSG00000286024
chr19	48811028	48811029	BCAT2
chr19	48836509	48836510	HSD17B14
chr19	48868616	48868617	PLEKHA4
chr19	48872211	48872212	PPP1R15A
chr19	48898743	48898744	TULP2
chr19	48900049	48900050	NUCB1
chr19	48918890	48918891	NUCB1-AS1
chr19	48926170	48926171	ENSG00000260366
chr19	48933698	48933699	DHDH
chr19	48954814	48954815	BAX
chr19	48963974	48963975	ENSG00000267898
chr19	48965308	48965309	FTL
chr19	48993309	48993310	GYS1
chr19	48993561	48993562	RUVBL2
chr19	49009905	49009906	MIR6798
chr19	49017090	49017091	LHB
chr19	49020548	49020549	ENSG00000268655
chr19	49024332	49024333	CGB3
chr19	49026019	49026020	NTF6A
chr19	49029725	49029726	NTF6G
chr19	49031889	49031890	CGB2
chr19	49036894	49036895	CGB1
chr19	49036894	49036895	ENSG00000267335
chr19	49039037	49039038	NTF6B
chr19	49042173	49042174	ENSG00000268669
chr19	49043847	49043848	CGB5
chr19	49049110	49049111	CGB8
chr19	49050845	49050846	ENSG00000269706
chr19	49058744	49058745	ENSG00000283251
chr19	49058859	49058860	CGB7
chr19	49060612	49060613	ENSG00000268108
chr19	49064258	49064259	ENSG00000268287
chr19	49065075	49065076	NTF4
chr19	49065075	49065076	ENSG00000283663
chr19	49072698	49072699	KCNA7
chr19	49081331	49081332	RN7SL708P
chr19	49085418	49085419	SNRNP70
chr19	49114323	49114324	LIN7B
chr19	49119142	49119143	C19orf73
chr19	49119543	49119544	PPFIA3
chr19	49155395	49155396	HRC
chr19	49157740	49157741	TRPM4
chr19	49256101	49256102	SLC6A21P
chr19	49275118	49275119	SUMO1P4
chr19	49308867	49308868	MIR4324
chr19	49325214	49325215	SLC6A16
chr19	49335170	49335171	CD37
chr19	49340302	49340303	ENSG00000197813
chr19	49356151	49356152	ENSG00000268157
chr19	49361782	49361783	DKKL1
chr19	49362456	49362457	TEAD2
chr19	49388090	49388091	ENSG00000268686
chr19	49388218	49388219	KASH5
chr19	49423440	49423441	PTH2
chr19	49423748	49423749	GFY
chr19	49442359	49442360	SLC17A7
chr19	49453224	49453225	ALDH16A1
chr19	49453496	49453497	PIH1D1
chr19	49462751	49462752	ENSG00000269469
chr19	49474206	49474207	FLT3LG
chr19	49474585	49474586	ENSG00000273189
chr19	49487509	49487510	RPL13A
chr19	49489964	49489965	SNORD32A
chr19	49490614	49490615	SNORD33
chr19	49490903	49490904	SNORD34
chr19	49491174	49491175	SNORD35A
chr19	49496364	49496365	RPS11
chr19	49497719	49497720	SNORD35B
chr19	49500867	49500868	MIR150
chr19	49502638	49502639	COX6CP7
chr19	49506815	49506816	FCGRT
chr19	49528002	49528003	RCN3
chr19	49566671	49566672	Y_RNA
chr19	49580645	49580646	PRRG2
chr19	49590261	49590262	NOSIP
chr19	49591181	49591182	PRR12
chr19	49626438	49626439	ENSG00000268636
chr19	49640142	49640143	RRAS
chr19	49642208	49642209	SCAF1
chr19	49665141	49665142	BCL2L12
chr19	49665874	49665875	IRF3
chr19	49675785	49675786	PRMT1
chr19	49682116	49682117	MIR5088
chr19	49689593	49689594	ADM5
chr19	49690572	49690573	ENSG00000268677
chr19	49690897	49690898	CPT1C
chr19	49720080	49720081	ENSG00000243829
chr19	49763305	49763306	TSKS
chr19	49764629	49764630	RNU6-841P
chr19	49767000	49767001	AP2A1
chr19	49791865	49791866	MIR6799
chr19	49808932	49808933	ENSG00000269194
chr19	49817375	49817376	FUZ
chr19	49818281	49818282	MED25
chr19	49832017	49832018	MIR6800
chr19	49850734	49850735	PTOV1
chr19	49851675	49851676	PTOV1-AS1
chr19	49854590	49854591	MIR4749
chr19	49854966	49854967	ENSG00000268047
chr19	49859288	49859289	PTOV1-AS2
chr19	49877665	49877666	TBC1D17
chr19	49878350	49878351	PNKP
chr19	49878458	49878459	AKT1S1
chr19	49888174	49888175	MIR4750
chr19	49928701	49928702	ATF5
chr19	49929538	49929539	IL4I1
chr19	49929763	49929764	NUP62
chr19	49933063	49933064	MIR4751
chr19	49949526	49949527	U3
chr19	49958390	49958391	ENSG00000269179
chr19	49961171	49961172	SIGLEC11
chr19	49969599	49969600	SIGLEC16
chr19	50019018	50019019	Metazoa_SRP
chr19	50025713	50025714	ZNF473
chr19	50025945	50025946	VRK3
chr19	50050588	50050589	ZNF473CR
chr19	50051061	50051062	ENSG00000269091
chr19	50060231	50060232	ENSG00000269540
chr19	50075122	50075123	ENSG00000267890
chr19	50148301	50148302	ENSG00000287001
chr19	50163280	50163281	IZUMO2
chr19	50188185	50188186	MYH14
chr19	50258442	50258443	Metazoa_SRP
chr19	50310538	50310539	ENSG00000267815
chr19	50329652	50329653	NR1H2
chr19	50333514	50333515	KCNC3
chr19	50344760	50344761	NAPSB
chr19	50344805	50344806	ENSG00000291230
chr19	50365829	50365830	NAPSA
chr19	50369330	50369331	ENSG00000269392
chr19	50384203	50384204	POLD1
chr19	50415798	50415799	ENSG00000142539
chr19	50418937	50418938	SPIB
chr19	50432891	50432892	MYBPC2
chr19	50476399	50476400	EMC10
chr19	50476847	50476848	GARIN5A
chr19	50483350	50483351	ENSG00000268854
chr19	50487637	50487638	ENSG00000268518
chr19	50501891	50501892	ENSG00000289950
chr19	50511219	50511220	JOSD2
chr19	50514689	50514690	ASPDH
chr19	50557968	50557969	ENSG00000268231
chr19	50568434	50568435	LRRC4B
chr19	50639880	50639881	SYT3
chr19	50649444	50649445	C19orf81
chr19	50719801	50719802	SHANK1
chr19	50723363	50723364	CLEC11A
chr19	50758381	50758382	GPR32P1
chr19	50770463	50770464	GPR32
chr19	50790414	50790415	ACP4
chr19	50793141	50793142	ENSG00000261341
chr19	50793583	50793584	ENSG00000268375
chr19	50799121	50799122	SNORD88B
chr19	50799531	50799532	SNORD88A
chr19	50802417	50802418	SNORD88C
chr19	50804928	50804929	C19orf48
chr19	50808873	50808874	TMEM277P
chr19	50812706	50812707	ENSG00000284711
chr19	50823786	50823787	KLK1
chr19	50830529	50830530	ENSG00000267968
chr19	50837212	50837213	KLK15
chr19	50854914	50854915	KLK3
chr19	50861567	50861568	KLK2
chr19	50888267	50888268	KLKP1
chr19	50896397	50896398	KLKP1
chr19	50911394	50911395	KLK4
chr19	50927570	50927571	PPIAP59
chr19	50950184	50950185	ENSG00000269495
chr19	50953092	50953093	KLK5
chr19	50962780	50962781	ENSG00000279676
chr19	50968192	50968193	ENSG00000267879
chr19	50969672	50969673	KLK6
chr19	50984098	50984099	KLK7
chr19	51002710	51002711	KLK8
chr19	51009580	51009581	ENSG00000269741
chr19	51009633	51009634	KLK9
chr19	51014373	51014374	ENSG00000268739
chr19	51020174	51020175	KLK10
chr19	51028038	51028039	KLK11
chr19	51030075	51030076	ENSG00000268906
chr19	51035229	51035230	KLK12
chr19	51043805	51043806	ENSG00000268390
chr19	51065113	51065114	KLK13
chr19	51084244	51084245	KLK14
chr19	51108408	51108409	CTU1
chr19	51119986	51119987	SIGLEC18P
chr19	51124905	51124906	SIGLEC9
chr19	51137969	51137970	ENSG00000267990
chr19	51142298	51142299	SIGLEC7
chr19	51143825	51143826	ENSG00000267895
chr19	51155623	51155624	ENSG00000269681
chr19	51167327	51167328	SIGLEC17P
chr19	51167337	51167338	SIGLEC17P
chr19	51181965	51181966	ENSG00000269072
chr19	51184904	51184905	SIGLEC20P
chr19	51195539	51195540	ENSG00000268652
chr19	51198854	51198855	SIGLEC21P
chr19	51207008	51207009	MIR8074
chr19	51211079	51211080	ENSG00000290859
chr19	51211109	51211110	SIGLEC22P
chr19	51225063	51225064	CD33
chr19	51246347	51246348	SIGLECL1
chr19	51271178	51271179	ENSG00000268595
chr19	51271265	51271266	LINC01872
chr19	51280861	51280862	SIGLEC24P
chr19	51311643	51311644	IGLON5
chr19	51340694	51340695	VSIG10L-AS1
chr19	51342138	51342139	VSIG10L
chr19	51345168	51345169	ENSG00000267984
chr19	51365543	51365544	ENSG00000268520
chr19	51366387	51366388	ETFB
chr19	51368098	51368099	ENSG00000269403
chr19	51369002	51369003	CLDND2
chr19	51372700	51372701	NKG7
chr19	51387973	51387974	LIM2
chr19	51390590	51390591	C19orf84
chr19	51394487	51394488	LIM2-AS1
chr19	51403525	51403526	NIFKP6
chr19	51414297	51414298	ENSG00000254760
chr19	51415723	51415724	SIGLEC10-AS1
chr19	51417802	51417803	SIGLEC10
chr19	51426667	51426668	ENSG00000268711
chr19	51442378	51442379	ENSG00000269181
chr19	51458455	51458456	SIGLEC8
chr19	51468635	51468636	ENSG00000268957
chr19	51478538	51478539	CEACAM18
chr19	51501799	51501800	SIGLEC12
chr19	51505361	51505362	ENSG00000268839
chr19	51508572	51508573	SIGLEC27P
chr19	51519730	51519731	ENSG00000268777
chr19	51531855	51531856	SIGLEC6
chr19	51560589	51560590	ENSG00000269130
chr19	51564909	51564910	SIGLEC29P
chr19	51571194	51571195	ENSG00000289967
chr19	51571282	51571283	ZNF175
chr19	51594395	51594396	LINC01530
chr19	51594560	51594561	ENSG00000269388
chr19	51599288	51599289	ENSG00000267808
chr19	51621135	51621136	RPL9P33
chr19	51630400	51630401	SIGLEC5
chr19	51645544	51645545	SIGLEC5
chr19	51646824	51646825	SIGLEC14
chr19	51648861	51648862	RPL7P51
chr19	51689127	51689128	SPACA6
chr19	51692611	51692612	MIR99B
chr19	51692785	51692786	MIRLET7E
chr19	51693253	51693254	MIR125A
chr19	51693455	51693456	SPACA6-AS1
chr19	51723990	51723991	HAS1
chr19	51752025	51752026	FPR2
chr19	51773168	51773169	ENSG00000286236
chr19	51795156	51795157	FPR3
chr19	51804114	51804115	FPR1
chr19	51840944	51840945	ENSG00000268316
chr19	51843314	51843315	ENSG00000269483
chr19	51863235	51863236	ENSG00000283236
chr19	51888024	51888025	ZNF649-AS1
chr19	51890949	51890950	ZNF577
chr19	51905039	51905040	ZNF649
chr19	51917702	51917703	ENSG00000283285
chr19	51927146	51927147	ZNF613
chr19	51949115	51949116	ZNF350-AS1
chr19	51986855	51986856	ZNF350
chr19	52008229	52008230	ZNF615
chr19	52030239	52030240	ZNF614
chr19	52048684	52048685	ENSG00000275055
chr19	52063702	52063703	ENSG00000260160
chr19	52095737	52095738	ZNF432
chr19	52095764	52095765	ZNF841
chr19	52110725	52110726	ENSG00000270248
chr19	52139937	52139938	ZNF616
chr19	52142625	52142626	ENSG00000268458
chr19	52143042	52143043	RPL37P23
chr19	52170935	52170936	PPP2R1A
chr19	52171157	52171158	ENSG00000267927
chr19	52171532	52171533	ENSG00000267827
chr19	52171642	52171643	ZNF836
chr19	52222019	52222020	MIR6801
chr19	52231293	52231294	ENSG00000268015
chr19	52242439	52242440	ENSG00000277562
chr19	52259186	52259187	Y_RNA
chr19	52269586	52269587	ZNF766
chr19	52281796	52281797	MIR643
chr19	52297168	52297169	ZNF480
chr19	52297919	52297920	ENSG00000269102
chr19	52336242	52336243	ZNF610
chr19	52345228	52345229	ENSG00000269535
chr19	52369916	52369917	ZNF880
chr19	52392658	52392659	ENSG00000277977
chr19	52397790	52397791	ZNF528-AS1
chr19	52397848	52397849	ZNF528
chr19	52426201	52426202	DPPA5P1
chr19	52429147	52429148	ZNF534
chr19	52453552	52453553	ZNF578
chr19	52453579	52453580	ENSG00000288253
chr19	52475238	52475239	ENSG00000278543
chr19	52512341	52512342	ENSG00000269349
chr19	52527651	52527652	ZNF808
chr19	52555821	52555822	ZNF701
chr19	52558016	52558017	ENSG00000289102
chr19	52564075	52564076	RPL39P34
chr19	52585560	52585561	ENSG00000268886
chr19	52588504	52588505	ENSG00000290721
chr19	52592037	52592038	ZNF137P
chr19	52598886	52598887	ENSG00000268970
chr19	52601274	52601275	ENSG00000290073
chr19	52690495	52690496	ENSG00000269825
chr19	52690558	52690559	ZNF83
chr19	52700659	52700660	ENSG00000288953
chr19	52735072	52735073	ZNF611
chr19	52786806	52786807	ZNF600
chr19	52809823	52809824	PABPN1P2
chr19	52857599	52857600	ZNF28
